ubigeo_reniec,department_code,department,province_code,province,district
070803,07,CUSCO,0708,ESPINAR,COPORAQUE
070804,07,CUSCO,0708,ESPINAR,OCORURO
070805,07,CUSCO,0708,ESPINAR,PALLPATA
070806,07,CUSCO,0708,ESPINAR,PICHIGUA
070807,07,CUSCO,0708,ESPINAR,SUYCKUTAMBO
070808,07,CUSCO,0708,ESPINAR,ALTO PICHIGUA
070901,07,CUSCO,0709,LA CONVENCION,SANTA ANA
070902,07,CUSCO,0709,LA CONVENCION,ECHARATE
070903,07,CUSCO,0709,LA CONVENCION,HUAYOPATA
070904,07,CUSCO,0709,LA CONVENCION,MARANURA
070905,07,CUSCO,0709,LA CONVENCION,OCOBAMBA
070906,07,CUSCO,0709,LA CONVENCION,SANTA TERESA
070907,07,CUSCO,0709,LA CONVENCION,VILCABAMBA
070908,07,CUSCO,0709,LA CONVENCION,QUELLOUNO
070909,07,CUSCO,0709,LA CONVENCION,KIMBIRI
070910,07,CUSCO,0709,LA CONVENCION,PICHARI
070911,07,CUSCO,0709,LA CONVENCION,INKAWASI
070912,07,CUSCO,0709,LA CONVENCION,VILLA VIRGEN
070913,07,CUSCO,0709,LA CONVENCION,VILLA KINTIARINA
070914,07,CUSCO,0709,LA CONVENCION,MEGANTONI
070915,07,CUSCO,0709,LA CONVENCION,KUMPIRUSHIATO
070916,07,CUSCO,0709,LA CONVENCION,CIELO PUNCO
070917,07,CUSCO,0709,LA CONVENCION,MANITEA
070918,07,CUSCO,0709,LA CONVENCION,UNION ASHÁNINKA
071001,07,CUSCO,0710,PARURO,PARURO
071002,07,CUSCO,0710,PARURO,ACCHA
071003,07,CUSCO,0710,PARURO,CCAPI
071004,07,CUSCO,0710,PARURO,COLCHA
071005,07,CUSCO,0710,PARURO,HUANOQUITE
071006,07,CUSCO,0710,PARURO,OMACHA
071007,07,CUSCO,0710,PARURO,YAURISQUE
071008,07,CUSCO,0710,PARURO,PACCARITAMBO
071009,07,CUSCO,0710,PARURO,PILLPINTO
071101,07,CUSCO,0711,PAUCARTAMBO,PAUCARTAMBO
071102,07,CUSCO,0711,PAUCARTAMBO,CAICAY
071103,07,CUSCO,0711,PAUCARTAMBO,COLQUEPATA
071104,07,CUSCO,0711,PAUCARTAMBO,CHALLABAMBA
071105,07,CUSCO,0711,PAUCARTAMBO,KOSÑIPATA
071106,07,CUSCO,0711,PAUCARTAMBO,HUANCARANI
071201,07,CUSCO,0712,QUISPICANCHI,URCOS
071202,07,CUSCO,0712,QUISPICANCHI,ANDAHUAYLILLAS
071203,07,CUSCO,0712,QUISPICANCHI,CAMANTI
071204,07,CUSCO,0712,QUISPICANCHI,CCARHUAYO
071205,07,CUSCO,0712,QUISPICANCHI,CCATCA
071206,07,CUSCO,0712,QUISPICANCHI,CUSIPATA
071207,07,CUSCO,0712,QUISPICANCHI,HUARO
071208,07,CUSCO,0712,QUISPICANCHI,LUCRE
071209,07,CUSCO,0712,QUISPICANCHI,MARCAPATA
071210,07,CUSCO,0712,QUISPICANCHI,OCONGATE
071211,07,CUSCO,0712,QUISPICANCHI,OROPESA
071212,07,CUSCO,0712,QUISPICANCHI,QUIQUIJANA
071301,07,CUSCO,0713,URUBAMBA,URUBAMBA
071302,07,CUSCO,0713,URUBAMBA,CHINCHERO
071303,07,CUSCO,0713,URUBAMBA,HUAYLLABAMBA
071304,07,CUSCO,0713,URUBAMBA,MACHUPICCHU
071305,07,CUSCO,0713,URUBAMBA,MARAS
071306,07,CUSCO,0713,URUBAMBA,OLLANTAYTAMBO
071307,07,CUSCO,0713,URUBAMBA,YUCAY
080101,08,HUANCAVELICA,0801,HUANCAVELICA,HUANCAVELICA
080102,08,HUANCAVELICA,0801,HUANCAVELICA,ACOBAMBILLA
080103,08,HUANCAVELICA,0801,HUANCAVELICA,ACORIA
080104,08,HUANCAVELICA,0801,HUANCAVELICA,CONAYCA
080105,08,HUANCAVELICA,0801,HUANCAVELICA,CUENCA
080106,08,HUANCAVELICA,0801,HUANCAVELICA,HUACHOCOLPA
080108,08,HUANCAVELICA,0801,HUANCAVELICA,HUAYLLAHUARA
080109,08,HUANCAVELICA,0801,HUANCAVELICA,IZCUCHACA
080110,08,HUANCAVELICA,0801,HUANCAVELICA,LARIA
080111,08,HUANCAVELICA,0801,HUANCAVELICA,MANTA
080112,08,HUANCAVELICA,0801,HUANCAVELICA,MARISCAL CACERES
080113,08,HUANCAVELICA,0801,HUANCAVELICA,MOYA
080114,08,HUANCAVELICA,0801,HUANCAVELICA,NUEVO OCCORO
080115,08,HUANCAVELICA,0801,HUANCAVELICA,PALCA
080116,08,HUANCAVELICA,0801,HUANCAVELICA,PILCHACA
080117,08,HUANCAVELICA,0801,HUANCAVELICA,VILCA
080118,08,HUANCAVELICA,0801,HUANCAVELICA,YAULI
080119,08,HUANCAVELICA,0801,HUANCAVELICA,ASCENSION
080120,08,HUANCAVELICA,0801,HUANCAVELICA,HUANDO
080201,08,HUANCAVELICA,0802,ACOBAMBA,ACOBAMBA
080202,08,HUANCAVELICA,0802,ACOBAMBA,ANTA
080203,08,HUANCAVELICA,0802,ACOBAMBA,ANDABAMBA
080204,08,HUANCAVELICA,0802,ACOBAMBA,CAJA
080205,08,HUANCAVELICA,0802,ACOBAMBA,MARCAS
080206,08,HUANCAVELICA,0802,ACOBAMBA,PAUCARA
080207,08,HUANCAVELICA,0802,ACOBAMBA,POMACOCHA
080208,08,HUANCAVELICA,0802,ACOBAMBA,ROSARIO
080301,08,HUANCAVELICA,0803,ANGARAES,LIRCAY
080302,08,HUANCAVELICA,0803,ANGARAES,ANCHONGA
080303,08,HUANCAVELICA,0803,ANGARAES,CALLANMARCA
080304,08,HUANCAVELICA,0803,ANGARAES,CONGALLA
080305,08,HUANCAVELICA,0803,ANGARAES,CHINCHO
080306,08,HUANCAVELICA,0803,ANGARAES,HUALLAY-GRANDE
080307,08,HUANCAVELICA,0803,ANGARAES,HUANCA-HUANCA
080308,08,HUANCAVELICA,0803,ANGARAES,JULCAMARCA
080309,08,HUANCAVELICA,0803,ANGARAES,SAN ANTONIO DE ANTAPARCO
080310,08,HUANCAVELICA,0803,ANGARAES,SANTO TOMAS DE PATA
080311,08,HUANCAVELICA,0803,ANGARAES,SECCLLA
080312,08,HUANCAVELICA,0803,ANGARAES,CCOCHACCASA
080401,08,HUANCAVELICA,0804,CASTROVIRREYNA,CASTROVIRREYNA
080402,08,HUANCAVELICA,0804,CASTROVIRREYNA,ARMA
080403,08,HUANCAVELICA,0804,CASTROVIRREYNA,AURAHUA
080405,08,HUANCAVELICA,0804,CASTROVIRREYNA,CAPILLAS
080406,08,HUANCAVELICA,0804,CASTROVIRREYNA,COCAS
080408,08,HUANCAVELICA,0804,CASTROVIRREYNA,CHUPAMARCA
080409,08,HUANCAVELICA,0804,CASTROVIRREYNA,HUACHOS
080410,08,HUANCAVELICA,0804,CASTROVIRREYNA,HUAMATAMBO
080414,08,HUANCAVELICA,0804,CASTROVIRREYNA,MOLLEPAMPA
080422,08,HUANCAVELICA,0804,CASTROVIRREYNA,SAN JUAN
080427,08,HUANCAVELICA,0804,CASTROVIRREYNA,TANTARA
080428,08,HUANCAVELICA,0804,CASTROVIRREYNA,TICRAPO
080429,08,HUANCAVELICA,0804,CASTROVIRREYNA,SANTA ANA
080501,08,HUANCAVELICA,0805,TAYACAJA,PAMPAS
080502,08,HUANCAVELICA,0805,TAYACAJA,ACOSTAMBO
080503,08,HUANCAVELICA,0805,TAYACAJA,ACRAQUIA
080504,08,HUANCAVELICA,0805,TAYACAJA,AHUAYCHA
080506,08,HUANCAVELICA,0805,TAYACAJA,COLCABAMBA
080509,08,HUANCAVELICA,0805,TAYACAJA,DANIEL HERNANDEZ
080511,08,HUANCAVELICA,0805,TAYACAJA,HUACHOCOLPA
080515,08,HUANCAVELICA,0805,TAYACAJA,ÑAHUIMPUQUIO
080517,08,HUANCAVELICA,0805,TAYACAJA,SURCUBAMBA
080518,08,HUANCAVELICA,0805,TAYACAJA,TINTAY PUNCU
080519,08,HUANCAVELICA,0805,TAYACAJA,QUICHUAS
080520,08,HUANCAVELICA,0805,TAYACAJA,ANDAYMARCA
080521,08,HUANCAVELICA,0805,TAYACAJA,ROBLE
080522,08,HUANCAVELICA,0805,TAYACAJA,PICHOS
080523,08,HUANCAVELICA,0805,TAYACAJA,SANTIAGO DE TUCUMA
080524,08,HUANCAVELICA,0805,TAYACAJA,LAMBRAS
080525,08,HUANCAVELICA,0805,TAYACAJA,COCHABAMBA
080526,08,HUANCAVELICA,0805,TAYACAJA,SALCAHUASI
080601,08,HUANCAVELICA,0806,HUAYTARA,AYAVI
080602,08,HUANCAVELICA,0806,HUAYTARA,CORDOVA
080603,08,HUANCAVELICA,0806,HUAYTARA,HUAYACUNDO ARMA
080604,08,HUANCAVELICA,0806,HUAYTARA,HUAYTARA
080605,08,HUANCAVELICA,0806,HUAYTARA,LARAMARCA
080606,08,HUANCAVELICA,0806,HUAYTARA,OCOYO
080607,08,HUANCAVELICA,0806,HUAYTARA,PILPICHACA
080608,08,HUANCAVELICA,0806,HUAYTARA,QUERCO
080609,08,HUANCAVELICA,0806,HUAYTARA,QUITO ARMA
080610,08,HUANCAVELICA,0806,HUAYTARA,SAN ANTONIO DE CUSICANCHA
080611,08,HUANCAVELICA,0806,HUAYTARA,SAN FRANCISCO DE SANGAYAICO
080612,08,HUANCAVELICA,0806,HUAYTARA,SAN ISIDRO
080613,08,HUANCAVELICA,0806,HUAYTARA,SANTIAGO DE CHOCORVOS
080614,08,HUANCAVELICA,0806,HUAYTARA,SANTIAGO DE QUIRAHUARA
080615,08,HUANCAVELICA,0806,HUAYTARA,SANTO DOMINGO DE CAPILLAS
080616,08,HUANCAVELICA,0806,HUAYTARA,TAMBO
080701,08,HUANCAVELICA,0807,CHURCAMPA,CHURCAMPA
080702,08,HUANCAVELICA,0807,CHURCAMPA,ANCO
080703,08,HUANCAVELICA,0807,CHURCAMPA,CHINCHIHUASI
080704,08,HUANCAVELICA,0807,CHURCAMPA,EL CARMEN
080705,08,HUANCAVELICA,0807,CHURCAMPA,LA MERCED
080706,08,HUANCAVELICA,0807,CHURCAMPA,LOCROJA
080707,08,HUANCAVELICA,0807,CHURCAMPA,PAUCARBAMBA
080708,08,HUANCAVELICA,0807,CHURCAMPA,SAN MIGUEL DE MAYOCC
080709,08,HUANCAVELICA,0807,CHURCAMPA,SAN PEDRO DE CORIS
080710,08,HUANCAVELICA,0807,CHURCAMPA,PACHAMARCA
080711,08,HUANCAVELICA,0807,CHURCAMPA,COSME
090101,09,HUANUCO,0901,HUANUCO,HUANUCO
090102,09,HUANUCO,0901,HUANUCO,CHINCHAO
090103,09,HUANUCO,0901,HUANUCO,CHURUBAMBA
090104,09,HUANUCO,0901,HUANUCO,MARGOS
090105,09,HUANUCO,0901,HUANUCO,QUISQUI
090106,09,HUANUCO,0901,HUANUCO,SAN FRANCISCO DE CAYRAN
090107,09,HUANUCO,0901,HUANUCO,SAN PEDRO DE CHAULAN
090108,09,HUANUCO,0901,HUANUCO,SANTA MARIA DEL VALLE
090109,09,HUANUCO,0901,HUANUCO,YARUMAYO
090110,09,HUANUCO,0901,HUANUCO,AMARILIS
090111,09,HUANUCO,0901,HUANUCO,PILLCO MARCA
090112,09,HUANUCO,0901,HUANUCO,YACUS
090113,09,HUANUCO,0901,HUANUCO,SAN PABLO DE PILLAO
090201,09,HUANUCO,0902,AMBO,AMBO
090202,09,HUANUCO,0902,AMBO,CAYNA
090203,09,HUANUCO,0902,AMBO,COLPAS
090204,09,HUANUCO,0902,AMBO,CONCHAMARCA
090205,09,HUANUCO,0902,AMBO,HUACAR
090206,09,HUANUCO,0902,AMBO,SAN FRANCISCO
090207,09,HUANUCO,0902,AMBO,SAN RAFAEL
090208,09,HUANUCO,0902,AMBO,TOMAY-KICHWA
090301,09,HUANUCO,0903,DOS DE MAYO,LA UNION
090307,09,HUANUCO,0903,DOS DE MAYO,CHUQUIS
090312,09,HUANUCO,0903,DOS DE MAYO,MARIAS
090314,09,HUANUCO,0903,DOS DE MAYO,PACHAS
090316,09,HUANUCO,0903,DOS DE MAYO,QUIVILLA
090317,09,HUANUCO,0903,DOS DE MAYO,RIPAN
090321,09,HUANUCO,0903,DOS DE MAYO,SHUNQUI
090322,09,HUANUCO,0903,DOS DE MAYO,SILLAPATA
090323,09,HUANUCO,0903,DOS DE MAYO,YANAS
090401,09,HUANUCO,0904,HUAMALIES,LLATA
090402,09,HUANUCO,0904,HUAMALIES,ARANCAY
090403,09,HUANUCO,0904,HUAMALIES,CHAVIN DE PARIARCA
090404,09,HUANUCO,0904,HUAMALIES,JACAS GRANDE
090405,09,HUANUCO,0904,HUAMALIES,JIRCAN
090406,09,HUANUCO,0904,HUAMALIES,MIRAFLORES
090407,09,HUANUCO,0904,HUAMALIES,MONZON
090408,09,HUANUCO,0904,HUAMALIES,PUNCHAO
090409,09,HUANUCO,0904,HUAMALIES,PUÑOS
090410,09,HUANUCO,0904,HUAMALIES,SINGA
090411,09,HUANUCO,0904,HUAMALIES,TANTAMAYO
090501,09,HUANUCO,0905,MARAÑON,HUACRACHUCO
090502,09,HUANUCO,0905,MARAÑON,CHOLON
090504,09,HUANUCO,0905,MARAÑON,LA MORADA
090505,09,HUANUCO,0905,MARAÑON,SANTA ROSA DE ALTO YANAJANCA
090601,09,HUANUCO,0906,LEONCIO PRADO,RUPA-RUPA
090602,09,HUANUCO,0906,LEONCIO PRADO,DANIEL ALOMIA ROBLES
090603,09,HUANUCO,0906,LEONCIO PRADO,HERMILIO VALDIZAN
090604,09,HUANUCO,0906,LEONCIO PRADO,LUYANDO
090605,09,HUANUCO,0906,LEONCIO PRADO,MARIANO DAMASO BERAUN
090606,09,HUANUCO,0906,LEONCIO PRADO,JOSE CRESPO Y CASTILLO
090607,09,HUANUCO,0906,LEONCIO PRADO,PUCAYACU
090608,09,HUANUCO,0906,LEONCIO PRADO,CASTILLO GRANDE
090609,09,HUANUCO,0906,LEONCIO PRADO,PUEBLO NUEVO
090610,09,HUANUCO,0906,LEONCIO PRADO,SANTO DOMINGO DE ANDA
090701,09,HUANUCO,0907,PACHITEA,PANAO
090702,09,HUANUCO,0907,PACHITEA,CHAGLLA
090704,09,HUANUCO,0907,PACHITEA,MOLINO
090706,09,HUANUCO,0907,PACHITEA,UMARI
090801,09,HUANUCO,0908,PUERTO INCA,HONORIA
090802,09,HUANUCO,0908,PUERTO INCA,PUERTO INCA
090803,09,HUANUCO,0908,PUERTO INCA,CODO DEL POZUZO
090804,09,HUANUCO,0908,PUERTO INCA,TOURNAVISTA
090805,09,HUANUCO,0908,PUERTO INCA,YUYAPICHIS
090901,09,HUANUCO,0909,HUACAYBAMBA,HUACAYBAMBA
090902,09,HUANUCO,0909,HUACAYBAMBA,PINRA
090903,09,HUANUCO,0909,HUACAYBAMBA,CANCHABAMBA
090904,09,HUANUCO,0909,HUACAYBAMBA,COCHABAMBA
091001,09,HUANUCO,0910,LAURICOCHA,JESUS
091002,09,HUANUCO,0910,LAURICOCHA,BAÑOS
091003,09,HUANUCO,0910,LAURICOCHA,SAN FRANCISCO DE ASIS
091004,09,HUANUCO,0910,LAURICOCHA,QUEROPALCA
091005,09,HUANUCO,0910,LAURICOCHA,SAN MIGUEL DE CAURI
091006,09,HUANUCO,0910,LAURICOCHA,RONDOS
091007,09,HUANUCO,0910,LAURICOCHA,JIVIA
091101,09,HUANUCO,0911,YAROWILCA,CHAVINILLO
091102,09,HUANUCO,0911,YAROWILCA,APARICIO POMARES
091103,09,HUANUCO,0911,YAROWILCA,CAHUAC
091104,09,HUANUCO,0911,YAROWILCA,CHACABAMBA
091105,09,HUANUCO,0911,YAROWILCA,JACAS CHICO
091106,09,HUANUCO,0911,YAROWILCA,OBAS
091107,09,HUANUCO,0911,YAROWILCA,PAMPAMARCA
091108,09,HUANUCO,0911,YAROWILCA,CHORAS
100101,10,ICA,1001,ICA,ICA
100102,10,ICA,1001,ICA,LA TINGUIÑA
100103,10,ICA,1001,ICA,LOS AQUIJES
100104,10,ICA,1001,ICA,PARCONA
100105,10,ICA,1001,ICA,PUEBLO NUEVO
100106,10,ICA,1001,ICA,SALAS
100107,10,ICA,1001,ICA,SAN JOSE DE LOS MOLINOS
100108,10,ICA,1001,ICA,SAN JUAN BAUTISTA
100109,10,ICA,1001,ICA,SANTIAGO
100110,10,ICA,1001,ICA,SUBTANJALLA
100111,10,ICA,1001,ICA,YAUCA DEL ROSARIO
100112,10,ICA,1001,ICA,TATE
100113,10,ICA,1001,ICA,PACHACUTEC
100114,10,ICA,1001,ICA,OCUCAJE
100201,10,ICA,1002,CHINCHA,CHINCHA ALTA
100202,10,ICA,1002,CHINCHA,CHAVIN
100203,10,ICA,1002,CHINCHA,CHINCHA BAJA
100204,10,ICA,1002,CHINCHA,EL CARMEN
100205,10,ICA,1002,CHINCHA,GROCIO PRADO
100206,10,ICA,1002,CHINCHA,SAN PEDRO DE HUACARPANA
100207,10,ICA,1002,CHINCHA,SUNAMPE
100208,10,ICA,1002,CHINCHA,TAMBO DE MORA
100209,10,ICA,1002,CHINCHA,ALTO LARAN
100210,10,ICA,1002,CHINCHA,PUEBLO NUEVO
100211,10,ICA,1002,CHINCHA,SAN JUAN DE YANAC
100301,10,ICA,1003,NAZCA,NAZCA
100302,10,ICA,1003,NAZCA,CHANGUILLO
100303,10,ICA,1003,NAZCA,EL INGENIO
100304,10,ICA,1003,NAZCA,MARCONA
100305,10,ICA,1003,NAZCA,VISTA ALEGRE
100401,10,ICA,1004,PISCO,PISCO
100402,10,ICA,1004,PISCO,HUANCANO
100403,10,ICA,1004,PISCO,HUMAY
100404,10,ICA,1004,PISCO,INDEPENDENCIA
100405,10,ICA,1004,PISCO,PARACAS
100406,10,ICA,1004,PISCO,SAN ANDRES
100407,10,ICA,1004,PISCO,SAN CLEMENTE
100408,10,ICA,1004,PISCO,TUPAC AMARU INCA
100501,10,ICA,1005,PALPA,PALPA
100502,10,ICA,1005,PALPA,LLIPATA
100503,10,ICA,1005,PALPA,RIO GRANDE
100504,10,ICA,1005,PALPA,SANTA CRUZ
100505,10,ICA,1005,PALPA,TIBILLO
110101,11,JUNIN,1101,HUANCAYO,HUANCAYO
110103,11,JUNIN,1101,HUANCAYO,CARHUACALLANGA
110104,11,JUNIN,1101,HUANCAYO,COLCA
110105,11,JUNIN,1101,HUANCAYO,CULLHUAS
110106,11,JUNIN,1101,HUANCAYO,CHACAPAMPA
110107,11,JUNIN,1101,HUANCAYO,CHICCHE
110108,11,JUNIN,1101,HUANCAYO,CHILCA
110109,11,JUNIN,1101,HUANCAYO,CHONGOS ALTO
110112,11,JUNIN,1101,HUANCAYO,CHUPURO
110113,11,JUNIN,1101,HUANCAYO,EL TAMBO
110114,11,JUNIN,1101,HUANCAYO,HUACRAPUQUIO
110116,11,JUNIN,1101,HUANCAYO,HUALHUAS
110118,11,JUNIN,1101,HUANCAYO,HUANCAN
110119,11,JUNIN,1101,HUANCAYO,HUASICANCHA
110120,11,JUNIN,1101,HUANCAYO,HUAYUCACHI
110121,11,JUNIN,1101,HUANCAYO,INGENIO
110122,11,JUNIN,1101,HUANCAYO,PARIAHUANCA
110123,11,JUNIN,1101,HUANCAYO,PILCOMAYO
110124,11,JUNIN,1101,HUANCAYO,PUCARA
110125,11,JUNIN,1101,HUANCAYO,QUICHUAY
110126,11,JUNIN,1101,HUANCAYO,QUILCAS
110127,11,JUNIN,1101,HUANCAYO,SAN AGUSTIN
110128,11,JUNIN,1101,HUANCAYO,SAN JERONIMO DE TUNAN
110131,11,JUNIN,1101,HUANCAYO,SANTO DOMINGO DE ACOBAMBA
110132,11,JUNIN,1101,HUANCAYO,SAÑO
110133,11,JUNIN,1101,HUANCAYO,SAPALLANGA
110134,11,JUNIN,1101,HUANCAYO,SICAYA
110136,11,JUNIN,1101,HUANCAYO,VIQUES
110201,11,JUNIN,1102,CONCEPCION,CONCEPCION
110202,11,JUNIN,1102,CONCEPCION,ACO
110203,11,JUNIN,1102,CONCEPCION,ANDAMARCA
110204,11,JUNIN,1102,CONCEPCION,COMAS
110205,11,JUNIN,1102,CONCEPCION,COCHAS
110206,11,JUNIN,1102,CONCEPCION,CHAMBARA
110207,11,JUNIN,1102,CONCEPCION,HEROINAS TOLEDO
110208,11,JUNIN,1102,CONCEPCION,MANZANARES
110209,11,JUNIN,1102,CONCEPCION,MARISCAL CASTILLA
110210,11,JUNIN,1102,CONCEPCION,MATAHUASI
110211,11,JUNIN,1102,CONCEPCION,MITO
110212,11,JUNIN,1102,CONCEPCION,NUEVE DE JULIO
110213,11,JUNIN,1102,CONCEPCION,ORCOTUNA
110214,11,JUNIN,1102,CONCEPCION,SANTA ROSA DE OCOPA
110215,11,JUNIN,1102,CONCEPCION,SAN JOSE DE QUERO
110301,11,JUNIN,1103,JAUJA,JAUJA
110302,11,JUNIN,1103,JAUJA,ACOLLA
110303,11,JUNIN,1103,JAUJA,APATA
110304,11,JUNIN,1103,JAUJA,ATAURA
110305,11,JUNIN,1103,JAUJA,CANCHAYLLO
110306,11,JUNIN,1103,JAUJA,EL MANTARO
110307,11,JUNIN,1103,JAUJA,HUAMALI
110308,11,JUNIN,1103,JAUJA,HUARIPAMPA
110309,11,JUNIN,1103,JAUJA,HUERTAS
110310,11,JUNIN,1103,JAUJA,JANJAILLO
110311,11,JUNIN,1103,JAUJA,JULCAN
110312,11,JUNIN,1103,JAUJA,LEONOR ORDOÑEZ
110313,11,JUNIN,1103,JAUJA,LLOCLLAPAMPA
110314,11,JUNIN,1103,JAUJA,MARCO
110315,11,JUNIN,1103,JAUJA,MASMA
110316,11,JUNIN,1103,JAUJA,MOLINOS
110317,11,JUNIN,1103,JAUJA,MONOBAMBA
110318,11,JUNIN,1103,JAUJA,MUQUI
110319,11,JUNIN,1103,JAUJA,MUQUIYAUYO
110320,11,JUNIN,1103,JAUJA,PACA
110321,11,JUNIN,1103,JAUJA,PACCHA
110322,11,JUNIN,1103,JAUJA,PANCAN
110323,11,JUNIN,1103,JAUJA,PARCO
110324,11,JUNIN,1103,JAUJA,POMACANCHA
110325,11,JUNIN,1103,JAUJA,RICRAN
110326,11,JUNIN,1103,JAUJA,SAN LORENZO
110327,11,JUNIN,1103,JAUJA,SAN PEDRO DE CHUNAN
110328,11,JUNIN,1103,JAUJA,SINCOS
110329,11,JUNIN,1103,JAUJA,TUNAN MARCA
110330,11,JUNIN,1103,JAUJA,YAULI
110331,11,JUNIN,1103,JAUJA,CURICACA
110332,11,JUNIN,1103,JAUJA,MASMA CHICCHE
110333,11,JUNIN,1103,JAUJA,SAUSA
110334,11,JUNIN,1103,JAUJA,YAUYOS
110401,11,JUNIN,1104,JUNIN,JUNIN
110402,11,JUNIN,1104,JUNIN,CARHUAMAYO
110403,11,JUNIN,1104,JUNIN,ONDORES
110404,11,JUNIN,1104,JUNIN,ULCUMAYO
110501,11,JUNIN,1105,TARMA,TARMA
110502,11,JUNIN,1105,TARMA,ACOBAMBA
110503,11,JUNIN,1105,TARMA,HUARICOLCA
110504,11,JUNIN,1105,TARMA,HUASAHUASI
110505,11,JUNIN,1105,TARMA,LA UNION
110506,11,JUNIN,1105,TARMA,PALCA
110507,11,JUNIN,1105,TARMA,PALCAMAYO
110508,11,JUNIN,1105,TARMA,SAN PEDRO DE CAJAS
110509,11,JUNIN,1105,TARMA,TAPO
110601,11,JUNIN,1106,YAULI,LA OROYA
110602,11,JUNIN,1106,YAULI,CHACAPALPA
110603,11,JUNIN,1106,YAULI,HUAY HUAY
110604,11,JUNIN,1106,YAULI,MARCAPOMACOCHA
110605,11,JUNIN,1106,YAULI,MOROCOCHA
110606,11,JUNIN,1106,YAULI,PACCHA
110607,11,JUNIN,1106,YAULI,SANTA BARBARA DE CARHUACAYAN
110608,11,JUNIN,1106,YAULI,SUITUCANCHA
110609,11,JUNIN,1106,YAULI,YAULI
110610,11,JUNIN,1106,YAULI,SANTA ROSA DE SACCO
110701,11,JUNIN,1107,SATIPO,SATIPO
110702,11,JUNIN,1107,SATIPO,COVIRIALI
110703,11,JUNIN,1107,SATIPO,LLAYLLA
110704,11,JUNIN,1107,SATIPO,MAZAMARI
110705,11,JUNIN,1107,SATIPO,PAMPA HERMOSA
110706,11,JUNIN,1107,SATIPO,PANGOA
110707,11,JUNIN,1107,SATIPO,RIO NEGRO
110708,11,JUNIN,1107,SATIPO,RIO TAMBO
110709,11,JUNIN,1107,SATIPO,VIZCATAN DEL ENE
110801,11,JUNIN,1108,CHANCHAMAYO,CHANCHAMAYO
110802,11,JUNIN,1108,CHANCHAMAYO,SAN RAMON
110803,11,JUNIN,1108,CHANCHAMAYO,VITOC
110804,11,JUNIN,1108,CHANCHAMAYO,SAN LUIS DE SHUARO
110805,11,JUNIN,1108,CHANCHAMAYO,PICHANAQUI
110806,11,JUNIN,1108,CHANCHAMAYO,PERENE
110901,11,JUNIN,1109,CHUPACA,CHUPACA
110902,11,JUNIN,1109,CHUPACA,AHUAC
110903,11,JUNIN,1109,CHUPACA,CHONGOS BAJO
110904,11,JUNIN,1109,CHUPACA,HUACHAC
110905,11,JUNIN,1109,CHUPACA,HUAMANCACA CHICO
110906,11,JUNIN,1109,CHUPACA,SAN JUAN DE YSCOS
110907,11,JUNIN,1109,CHUPACA,SAN JUAN DE JARPA
110908,11,JUNIN,1109,CHUPACA,TRES DE DICIEMBRE
110909,11,JUNIN,1109,CHUPACA,YANACANCHA
120101,12,LA LIBERTAD,1201,TRUJILLO,TRUJILLO
120102,12,LA LIBERTAD,1201,TRUJILLO,HUANCHACO
120103,12,LA LIBERTAD,1201,TRUJILLO,LAREDO
120104,12,LA LIBERTAD,1201,TRUJILLO,MOCHE
120105,12,LA LIBERTAD,1201,TRUJILLO,SALAVERRY
120106,12,LA LIBERTAD,1201,TRUJILLO,SIMBAL
120107,12,LA LIBERTAD,1201,TRUJILLO,VICTOR LARCO HERRERA
120109,12,LA LIBERTAD,1201,TRUJILLO,POROTO
120110,12,LA LIBERTAD,1201,TRUJILLO,EL PORVENIR
120111,12,LA LIBERTAD,1201,TRUJILLO,LA ESPERANZA
120112,12,LA LIBERTAD,1201,TRUJILLO,FLORENCIA DE MORA
120201,12,LA LIBERTAD,1202,BOLIVAR,BOLIVAR
120202,12,LA LIBERTAD,1202,BOLIVAR,BAMBAMARCA
120203,12,LA LIBERTAD,1202,BOLIVAR,CONDORMARCA
120204,12,LA LIBERTAD,1202,BOLIVAR,LONGOTEA
120205,12,LA LIBERTAD,1202,BOLIVAR,UCUNCHA
120206,12,LA LIBERTAD,1202,BOLIVAR,UCHUMARCA
120301,12,LA LIBERTAD,1203,SANCHEZ CARRION,HUAMACHUCO
120302,12,LA LIBERTAD,1203,SANCHEZ CARRION,COCHORCO
120303,12,LA LIBERTAD,1203,SANCHEZ CARRION,CURGOS
120304,12,LA LIBERTAD,1203,SANCHEZ CARRION,CHUGAY
120305,12,LA LIBERTAD,1203,SANCHEZ CARRION,MARCABAL
120306,12,LA LIBERTAD,1203,SANCHEZ CARRION,SANAGORAN
120307,12,LA LIBERTAD,1203,SANCHEZ CARRION,SARIN
120308,12,LA LIBERTAD,1203,SANCHEZ CARRION,SARTIMBAMBA
120401,12,LA LIBERTAD,1204,OTUZCO,OTUZCO
120402,12,LA LIBERTAD,1204,OTUZCO,AGALLPAMPA
120403,12,LA LIBERTAD,1204,OTUZCO,CHARAT
120404,12,LA LIBERTAD,1204,OTUZCO,HUARANCHAL
120405,12,LA LIBERTAD,1204,OTUZCO,LA CUESTA
120408,12,LA LIBERTAD,1204,OTUZCO,PARANDAY
120409,12,LA LIBERTAD,1204,OTUZCO,SALPO
120410,12,LA LIBERTAD,1204,OTUZCO,SINSICAP
